,x,y,ch2,ch2Dof,probchi2,measurementTimestamp
1194,32.9795596198,15.7831429352,1565.00025757,11.4233595443,0.0,1484764656000
1195,45.3807534191,13.9964682176,1396.78536473,9.63300251539,0.0,1484764666000
1196,45.4632690226,-0.222769789515,860.373489077,5.89296910326,0.0,1484764676000
1197,48.2620023688,-15.3265641562,841.330756938,5.46318673336,0.0,1484764686000
1198,38.4302991582,-18.1705672319,1466.44987106,8.57573024013,0.0,1484764696000
1199,34.0287010144,-6.384894088,691.859445743,6.23296797966,0.0,1484764706000
1200,27.6923558719,-5.24915237675,840.554545671,4.85869679579,0.0,1484764716000
1201,19.9342311711,-17.2943044796,479.659865074,3.35426479073,0.0,1484764726000
1202,19.9028260646,-16.3031020555,1304.39524575,5.98346443002,0.0,1484764729000
1203,10.0934412204,-12.840868646,818.42403473,4.47226248486,0.0,1484764736000
1204,2.32187281605,-19.9777047688,1497.72168792,8.41416678607,0.0,1484764746000
1205,4.57684972346,-26.2656975637,923.265979144,5.43097634791,0.0,1484764756000
1206,3.32202232758,-43.5126144352,627.64240848,3.60714027862,0.0,1484764766000
1207,6.53793142705,-41.7610551925,624.271340553,3.65070959387,0.0,1484764776000
1208,10.8395349462,-42.4169924588,1029.98535368,5.78643457121,0.0,1484764786000
1209,21.2462643822,-44.3440626337,783.135369923,5.8442938054,0.0,1484764796000
1210,18.7762210587,-39.5838562541,502.418793418,3.72162069198,0.0,1484764806000
1211,24.4925556079,-28.9819658723,956.240820718,5.00649644355,0.0,1484764816000
1212,39.7107616077,-34.3330421019,960.949380034,4.90280295936,0.0,1484764826000
1213,44.3885170037,-36.0149145093,381.600745539,3.46909768672,0.0,1484764836000
1214,45.752675414,-32.8300454376,750.148124894,5.32019946733,0.0,1484764846000
1215,49.5508129011,-41.1823392521,517.307549295,4.74594081922,0.0,1484764856000
1216,47.7201978756,-56.0748397683,842.226042008,6.4786618616,0.0,1484764866000
1217,45.7262530383,-66.7869886469,1090.19952421,8.3221337726,0.0,1484764876000
1218,39.6011834183,-65.2683429475,855.781101707,6.29250810079,0.0,1484764886000
1219,28.0473216611,-58.6097553209,1007.10671139,7.40519640727,0.0,1484764896000
1220,28.2444785323,-64.4523288824,769.705349425,5.49789535304,0.0,1484764903000
1221,27.5539309982,-62.4366286358,704.179500204,6.83669417674,0.0,1484764906000
1222,12.247585799,-60.5496939727,527.668897798,4.39724081499,0.0,1484764916000
1223,7.97758467154,-57.1738834717,783.524028377,4.86660887191,0.0,1484764926000
1224,10.9324751994,-66.3222029297,1447.03263192,8.56232326582,0.0,1484764936000
1226,8.40789146861,-67.6948483802,802.390632369,6.12511933106,0.0,1484764946000
1227,9.60531332206,-64.6931383997,91.1067041594,11.3883380199,2.22044604925e-16,1484764947000
1228,1.33122710322,-70.3031133682,910.279906355,9.10279906355,0.0,1484764956000
1229,-12.5373889199,-64.344029862,560.806210693,5.49810010483,0.0,1484764966000
1230,-15.7500282689,-56.6993677305,965.236208001,6.84564686525,0.0,1484764976000
1231,-13.5561597868,-37.5169557074,2.23691715894,0.745639052979,0.524713493514,1484764977000
1232,-9.83511925224,-57.1561745041,898.612239917,5.95107443654,0.0,1484764986000
1233,-9.76650522215,-49.1688506005,960.488587663,6.04080872744,0.0,1484764996000
1234,-13.7901047214,-42.9537591304,320.058823091,3.90315637916,0.0,1484765006000
1235,-16.2291796593,-32.832819896,616.811243181,6.77814552946,0.0,1484765016000
1236,-17.3059815574,-34.3488708531,156.912887835,7.1324039925,0.0,1484765017000
1237,-10.9333931433,-28.5521453443,602.461732516,7.82417834436,0.0,1484765026000
